split,image_id,image_path,height,width,channels,dtype,has_png_masks,mask_count,has_solution_rle,solution_rle_count
stage1_train,03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a,data/raw/dsb2018/stage1_train/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a/images/03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a.png,360,360,4,uint8,True,17,False,0
stage1_train,0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd,data/raw/dsb2018/stage1_train/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd/images/0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd.png,260,347,4,uint8,True,125,False,0
stage1_train,04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e,data/raw/dsb2018/stage1_train/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e/images/04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e.png,256,256,4,uint8,True,82,False,0
stage1_train,05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13,data/raw/dsb2018/stage1_train/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13/images/05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13.png,256,256,4,uint8,True,24,False,0
stage1_train,0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275,data/raw/dsb2018/stage1_train/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275/images/0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275.png,360,360,4,uint8,True,24,False,0
stage1_train,05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e,data/raw/dsb2018/stage1_train/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e/images/05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e.png,256,256,4,uint8,True,26,False,0
stage1_train,06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca,data/raw/dsb2018/stage1_train/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca/images/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,256,256,4,uint8,True,19,False,0
stage1_train,06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c,data/raw/dsb2018/stage1_train/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c/images/06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c.png,360,360,4,uint8,True,30,False,0
stage1_train,072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81,data/raw/dsb2018/stage1_train/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81/images/072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81.png,256,256,4,uint8,True,7,False,0
stage1_train,07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770,data/raw/dsb2018/stage1_train/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770/images/07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770.png,256,256,4,uint8,True,5,False,0
stage1_train,077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424,data/raw/dsb2018/stage1_train/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424/images/077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424.png,256,256,4,uint8,True,6,False,0
stage1_train,07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5,data/raw/dsb2018/stage1_train/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5/images/07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5.png,520,696,4,uint8,True,313,False,0
stage1_train,08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada,data/raw/dsb2018/stage1_train/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada/images/08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada.png,360,360,4,uint8,True,25,False,0
stage1_train,08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992,data/raw/dsb2018/stage1_train/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992/images/08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992.png,1024,1024,4,uint8,True,98,False,0
stage1_train,08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a,data/raw/dsb2018/stage1_train/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a/images/08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a.png,256,256,4,uint8,True,7,False,0
stage1_train,091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d,data/raw/dsb2018/stage1_train/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d/images/091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d.png,1024,1024,4,uint8,True,44,False,0
stage1_train,094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380,data/raw/dsb2018/stage1_train/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380/images/094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380.png,256,256,4,uint8,True,65,False,0
stage1_train,0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9,data/raw/dsb2018/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9/images/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9.png,256,256,4,uint8,True,27,False,0
stage1_train,0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe,data/raw/dsb2018/stage1_train/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe/images/0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe.png,256,256,4,uint8,True,9,False,0
stage1_train,0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e,data/raw/dsb2018/stage1_train/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e/images/0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.png,520,696,4,uint8,True,7,False,0
stage1_train,0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93,data/raw/dsb2018/stage1_train/0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93/images/0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93.png,256,256,4,uint8,True,5,False,0
stage1_train,0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe,data/raw/dsb2018/stage1_train/0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe/images/0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe.png,256,256,4,uint8,True,53,False,0
stage1_train,0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6,data/raw/dsb2018/stage1_train/0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6/images/0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6.png,256,320,4,uint8,True,29,False,0
stage1_train,0bf4b144167694b6846d584cf52c458f34f28fcae75328a2a096c8214e01c0d0,data/raw/dsb2018/stage1_train/0bf4b144167694b6846d584cf52c458f34f28fcae75328a2a096c8214e01c0d0/images/0bf4b144167694b6846d584cf52c458f34f28fcae75328a2a096c8214e01c0d0.png,256,256,4,uint8,True,57,False,0
stage1_train,0c2550a23b8a0f29a7575de8c61690d3c31bc897dd5ba66caec201d201a278c2,data/raw/dsb2018/stage1_train/0c2550a23b8a0f29a7575de8c61690d3c31bc897dd5ba66caec201d201a278c2/images/0c2550a23b8a0f29a7575de8c61690d3c31bc897dd5ba66caec201d201a278c2.png,256,320,4,uint8,True,73,False,0
stage1_train,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,data/raw/dsb2018/stage1_train/0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c/images/0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c.png,256,256,4,uint8,True,28,False,0
stage1_train,0d2bf916cc8de90d02f4cd4c23ea79b227dbc45d845b4124ffea380c92d34c8c,data/raw/dsb2018/stage1_train/0d2bf916cc8de90d02f4cd4c23ea79b227dbc45d845b4124ffea380c92d34c8c/images/0d2bf916cc8de90d02f4cd4c23ea79b227dbc45d845b4124ffea380c92d34c8c.png,360,360,4,uint8,True,19,False,0
stage1_train,0d3640c1f1b80f24e94cc9a5f3e1d9e8db7bf6af7d4aba920265f46cadc25e37,data/raw/dsb2018/stage1_train/0d3640c1f1b80f24e94cc9a5f3e1d9e8db7bf6af7d4aba920265f46cadc25e37/images/0d3640c1f1b80f24e94cc9a5f3e1d9e8db7bf6af7d4aba920265f46cadc25e37.png,256,320,4,uint8,True,21,False,0
stage1_train,0ddd8deaf1696db68b00c600601c6a74a0502caaf274222c8367bdc31458ae7e,data/raw/dsb2018/stage1_train/0ddd8deaf1696db68b00c600601c6a74a0502caaf274222c8367bdc31458ae7e/images/0ddd8deaf1696db68b00c600601c6a74a0502caaf274222c8367bdc31458ae7e.png,256,256,4,uint8,True,32,False,0
stage1_train,0e21d7b3eea8cdbbed60d51d72f4f8c1974c5d76a8a3893a7d5835c85284132e,data/raw/dsb2018/stage1_train/0e21d7b3eea8cdbbed60d51d72f4f8c1974c5d76a8a3893a7d5835c85284132e/images/0e21d7b3eea8cdbbed60d51d72f4f8c1974c5d76a8a3893a7d5835c85284132e.png,256,320,4,uint8,True,29,False,0
stage1_train,0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3,data/raw/dsb2018/stage1_train/0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3/images/0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3.png,256,320,4,uint8,True,62,False,0
stage1_train,0e5edb072788c7b1da8829b02a49ba25668b09f7201cf2b70b111fc3b853d14f,data/raw/dsb2018/stage1_train/0e5edb072788c7b1da8829b02a49ba25668b09f7201cf2b70b111fc3b853d14f/images/0e5edb072788c7b1da8829b02a49ba25668b09f7201cf2b70b111fc3b853d14f.png,256,256,4,uint8,True,28,False,0
stage1_train,0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1,data/raw/dsb2018/stage1_train/0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1/images/0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1.png,520,696,4,uint8,True,369,False,0
stage1_train,1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d,data/raw/dsb2018/stage1_train/1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d/images/1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d.png,360,360,4,uint8,True,23,False,0
stage1_train,10328b822b836e67b547b4144e0b7eb43747c114ce4cacd8b540648892945b00,data/raw/dsb2018/stage1_train/10328b822b836e67b547b4144e0b7eb43747c114ce4cacd8b540648892945b00/images/10328b822b836e67b547b4144e0b7eb43747c114ce4cacd8b540648892945b00.png,256,256,4,uint8,True,23,False,0
stage1_train,10ba6cbee4873b32d5626a118a339832ba2b15d8643f66dddcd7cb2ec80fbc28,data/raw/dsb2018/stage1_train/10ba6cbee4873b32d5626a118a339832ba2b15d8643f66dddcd7cb2ec80fbc28/images/10ba6cbee4873b32d5626a118a339832ba2b15d8643f66dddcd7cb2ec80fbc28.png,520,696,4,uint8,True,67,False,0
stage1_train,11a0170f44e3ab4a8d669ae8ea9546d3a32ebfe6486d9066e5648d30b4e1cb69,data/raw/dsb2018/stage1_train/11a0170f44e3ab4a8d669ae8ea9546d3a32ebfe6486d9066e5648d30b4e1cb69/images/11a0170f44e3ab4a8d669ae8ea9546d3a32ebfe6486d9066e5648d30b4e1cb69.png,256,256,4,uint8,True,12,False,0
stage1_train,12aeefb1b522b283819b12e4cfaf6b13c1264c0aadac3412b4edd2ace304cb40,data/raw/dsb2018/stage1_train/12aeefb1b522b283819b12e4cfaf6b13c1264c0aadac3412b4edd2ace304cb40/images/12aeefb1b522b283819b12e4cfaf6b13c1264c0aadac3412b4edd2ace304cb40.png,520,696,4,uint8,True,124,False,0
stage1_train,12f89395ad5d21491ab9cec137e247652451d283064773507d7dc362243c5b8e,data/raw/dsb2018/stage1_train/12f89395ad5d21491ab9cec137e247652451d283064773507d7dc362243c5b8e/images/12f89395ad5d21491ab9cec137e247652451d283064773507d7dc362243c5b8e.png,256,256,4,uint8,True,78,False,0
stage1_train,136000dc18fa6def2d6c98d4d0b2084d13c22eaffe82e26c665bcaa2a9e51261,data/raw/dsb2018/stage1_train/136000dc18fa6def2d6c98d4d0b2084d13c22eaffe82e26c665bcaa2a9e51261/images/136000dc18fa6def2d6c98d4d0b2084d13c22eaffe82e26c665bcaa2a9e51261.png,256,320,4,uint8,True,34,False,0
stage1_train,139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d,data/raw/dsb2018/stage1_train/139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d/images/139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d.png,256,256,4,uint8,True,10,False,0
stage1_train,13c8ff1f49886e91c98ce795c93648ad8634c782ff57eb928ce29496b0425057,data/raw/dsb2018/stage1_train/13c8ff1f49886e91c98ce795c93648ad8634c782ff57eb928ce29496b0425057/images/13c8ff1f49886e91c98ce795c93648ad8634c782ff57eb928ce29496b0425057.png,256,256,4,uint8,True,17,False,0
stage1_train,13f2bec0a24c70345372febb14c4352877b1b6c1b01896246048e83c345c0914,data/raw/dsb2018/stage1_train/13f2bec0a24c70345372febb14c4352877b1b6c1b01896246048e83c345c0914/images/13f2bec0a24c70345372febb14c4352877b1b6c1b01896246048e83c345c0914.png,256,320,4,uint8,True,17,False,0
stage1_train,1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b,data/raw/dsb2018/stage1_train/1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b/images/1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b.png,512,640,4,uint8,True,25,False,0
stage1_train,14cc1424c59808274e123db51292e9dbb5b037ef3e7c767a8c45c9ac733b91bf,data/raw/dsb2018/stage1_train/14cc1424c59808274e123db51292e9dbb5b037ef3e7c767a8c45c9ac733b91bf/images/14cc1424c59808274e123db51292e9dbb5b037ef3e7c767a8c45c9ac733b91bf.png,360,360,4,uint8,True,21,False,0
stage1_train,15039b3acccc4257a1a442646a89b6e596b5eb4531637e6d8fa1c43203722c99,data/raw/dsb2018/stage1_train/15039b3acccc4257a1a442646a89b6e596b5eb4531637e6d8fa1c43203722c99/images/15039b3acccc4257a1a442646a89b6e596b5eb4531637e6d8fa1c43203722c99.png,256,320,4,uint8,True,33,False,0
stage1_train,150b0ffa318c87b31d78af0e87d60390dbcd84b5f228a8c1fb3225cbe5df3e3f,data/raw/dsb2018/stage1_train/150b0ffa318c87b31d78af0e87d60390dbcd84b5f228a8c1fb3225cbe5df3e3f/images/150b0ffa318c87b31d78af0e87d60390dbcd84b5f228a8c1fb3225cbe5df3e3f.png,520,696,4,uint8,True,198,False,0
stage1_train,1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e,data/raw/dsb2018/stage1_train/1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e/images/1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e.png,360,360,4,uint8,True,19,False,0
stage1_train,1631352dbafb8a90f11219fffd3bea368a30bc3bad3bbe0e84e19bd720df4945,data/raw/dsb2018/stage1_train/1631352dbafb8a90f11219fffd3bea368a30bc3bad3bbe0e84e19bd720df4945/images/1631352dbafb8a90f11219fffd3bea368a30bc3bad3bbe0e84e19bd720df4945.png,256,320,4,uint8,True,32,False,0
stage1_train,16c3d5935ba94b720becc24b7a05741c26149e221e3401924080f41e2f891368,data/raw/dsb2018/stage1_train/16c3d5935ba94b720becc24b7a05741c26149e221e3401924080f41e2f891368/images/16c3d5935ba94b720becc24b7a05741c26149e221e3401924080f41e2f891368.png,256,256,4,uint8,True,11,False,0
stage1_train,1740b0a67ca337ea31648b57c81bcfbb841c7bb5cad185199a9f4da596d531b9,data/raw/dsb2018/stage1_train/1740b0a67ca337ea31648b57c81bcfbb841c7bb5cad185199a9f4da596d531b9/images/1740b0a67ca337ea31648b57c81bcfbb841c7bb5cad185199a9f4da596d531b9.png,256,256,4,uint8,True,9,False,0
stage1_train,175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc,data/raw/dsb2018/stage1_train/175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc/images/175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,520,696,4,uint8,True,179,False,0
stage1_train,1815cf307859b3e13669041d181aa3b3dbbac1a95aef4c42164b223110c09168,data/raw/dsb2018/stage1_train/1815cf307859b3e13669041d181aa3b3dbbac1a95aef4c42164b223110c09168/images/1815cf307859b3e13669041d181aa3b3dbbac1a95aef4c42164b223110c09168.png,256,256,4,uint8,True,9,False,0
stage1_train,193ffaa5272d5c421ae02130a64d98ad120ec70e4ed97a72cdcd4801ce93b066,data/raw/dsb2018/stage1_train/193ffaa5272d5c421ae02130a64d98ad120ec70e4ed97a72cdcd4801ce93b066/images/193ffaa5272d5c421ae02130a64d98ad120ec70e4ed97a72cdcd4801ce93b066.png,520,696,4,uint8,True,157,False,0
stage1_train,19f0653c33982a416feed56e5d1ce6849fd83314fd19dfa1c5b23c6b66e9868a,data/raw/dsb2018/stage1_train/19f0653c33982a416feed56e5d1ce6849fd83314fd19dfa1c5b23c6b66e9868a/images/19f0653c33982a416feed56e5d1ce6849fd83314fd19dfa1c5b23c6b66e9868a.png,260,347,4,uint8,True,70,False,0
stage1_train,1a11552569160f0b1ea10bedbd628ce6c14f29edec5092034c2309c556df833e,data/raw/dsb2018/stage1_train/1a11552569160f0b1ea10bedbd628ce6c14f29edec5092034c2309c556df833e/images/1a11552569160f0b1ea10bedbd628ce6c14f29edec5092034c2309c556df833e.png,1024,1024,4,uint8,True,46,False,0
stage1_train,1a75de9e11303142864efed27e69ea1960dbd82ca910de221a777ed2caf35a6b,data/raw/dsb2018/stage1_train/1a75de9e11303142864efed27e69ea1960dbd82ca910de221a777ed2caf35a6b/images/1a75de9e11303142864efed27e69ea1960dbd82ca910de221a777ed2caf35a6b.png,360,360,4,uint8,True,20,False,0
stage1_train,1a75e9f15481d11084fe66bc2a5afac6dc5bec20ed56a7351a6d65ef0fe8762b,data/raw/dsb2018/stage1_train/1a75e9f15481d11084fe66bc2a5afac6dc5bec20ed56a7351a6d65ef0fe8762b/images/1a75e9f15481d11084fe66bc2a5afac6dc5bec20ed56a7351a6d65ef0fe8762b.png,256,256,4,uint8,True,8,False,0
stage1_train,1b2bf5933b0fb82918d278983bee66e9532b53807c3638efd9af66d20a2bae88,data/raw/dsb2018/stage1_train/1b2bf5933b0fb82918d278983bee66e9532b53807c3638efd9af66d20a2bae88/images/1b2bf5933b0fb82918d278983bee66e9532b53807c3638efd9af66d20a2bae88.png,256,256,4,uint8,True,11,False,0
stage1_train,1b44d22643830cd4f23c9deadb0bd499fb392fb2cd9526d81547d93077d983df,data/raw/dsb2018/stage1_train/1b44d22643830cd4f23c9deadb0bd499fb392fb2cd9526d81547d93077d983df/images/1b44d22643830cd4f23c9deadb0bd499fb392fb2cd9526d81547d93077d983df.png,1024,1024,4,uint8,True,96,False,0
stage1_train,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5,data/raw/dsb2018/stage1_train/1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5/images/1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5.png,520,696,4,uint8,True,76,False,0
stage1_train,1b6044e4858a9b7cee9b0028d8e54fbc8fb72e6c4424ab5b9f3859bfc72b33c5,data/raw/dsb2018/stage1_train/1b6044e4858a9b7cee9b0028d8e54fbc8fb72e6c4424ab5b9f3859bfc72b33c5/images/1b6044e4858a9b7cee9b0028d8e54fbc8fb72e6c4424ab5b9f3859bfc72b33c5.png,256,256,4,uint8,True,39,False,0
stage1_train,1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0,data/raw/dsb2018/stage1_train/1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0/images/1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0.png,360,360,4,uint8,True,23,False,0
stage1_train,1c2f9e121fc207efff79d46390df1a740566b683ff56a96d8cabe830a398dd2e,data/raw/dsb2018/stage1_train/1c2f9e121fc207efff79d46390df1a740566b683ff56a96d8cabe830a398dd2e/images/1c2f9e121fc207efff79d46390df1a740566b683ff56a96d8cabe830a398dd2e.png,256,256,4,uint8,True,12,False,0
stage1_train,1c681dfa5cf7e413305d2e90ee47553a46e29cce4f6ed034c8297e511714f867,data/raw/dsb2018/stage1_train/1c681dfa5cf7e413305d2e90ee47553a46e29cce4f6ed034c8297e511714f867/images/1c681dfa5cf7e413305d2e90ee47553a46e29cce4f6ed034c8297e511714f867.png,256,256,4,uint8,True,66,False,0
stage1_train,1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180,data/raw/dsb2018/stage1_train/1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180/images/1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180.png,520,696,4,uint8,True,136,False,0
stage1_train,1d02c4b5921e916b9ddfb2f741fd6cf8d0e571ad51eb20e021c826b5fb87350e,data/raw/dsb2018/stage1_train/1d02c4b5921e916b9ddfb2f741fd6cf8d0e571ad51eb20e021c826b5fb87350e/images/1d02c4b5921e916b9ddfb2f741fd6cf8d0e571ad51eb20e021c826b5fb87350e.png,256,320,4,uint8,True,17,False,0
stage1_train,1d4a5e729bb96b08370789cad0791f6e52ce0ffe1fcc97a04046420b43c851dd,data/raw/dsb2018/stage1_train/1d4a5e729bb96b08370789cad0791f6e52ce0ffe1fcc97a04046420b43c851dd/images/1d4a5e729bb96b08370789cad0791f6e52ce0ffe1fcc97a04046420b43c851dd.png,256,256,4,uint8,True,27,False,0
stage1_train,1d5f4717e179a03675a5aac3fc1c862fb442ddc3e373923016fd6b1430da889b,data/raw/dsb2018/stage1_train/1d5f4717e179a03675a5aac3fc1c862fb442ddc3e373923016fd6b1430da889b/images/1d5f4717e179a03675a5aac3fc1c862fb442ddc3e373923016fd6b1430da889b.png,256,256,4,uint8,True,7,False,0
stage1_train,1db1cddf28e305c9478519cfac144eee2242183fe59061f1f15487e925e8f5b5,data/raw/dsb2018/stage1_train/1db1cddf28e305c9478519cfac144eee2242183fe59061f1f15487e925e8f5b5/images/1db1cddf28e305c9478519cfac144eee2242183fe59061f1f15487e925e8f5b5.png,256,256,4,uint8,True,9,False,0
